Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
335000,0.48732576,45.594339622641506,-525.3884222945543,-21.434946,-16.139868,2.0966028632982723,2.0966028632982723,1.1644382770436834,1.0
340000,0.42686614,57.391304347826086,-528.9746974963913,-20.331945,-11.393662,3.2073106945201917,3.2073106945201917,1.2836110078158878,1.0
345000,0.5486213,44.08910891089109,-533.2643185953111,-23.512712,-7.78524,1.7478209512658638,1.7478209512658638,1.0245611779760606,1.0
350000,0.44426173,60.11363636363637,-537.377568095094,-19.370008,-14.319063,3.0074701374289634,3.0074701374289634,1.3179450843097835,1.0
355000,0.36649176,58.63291139240506,-539.8551251606804,-18.332916,-14.994264,3.6139987893402576,3.6139987893402576,1.093419879989233,1.0
360000,0.5096152,56.71111111111111,-542.1546551654372,-18.379122,-12.605345,2.906887776984109,2.906887776984109,0.8420840023913317,1.0
365000,0.44133094,48.89247311827957,-545.4773236475211,-17.490314,-10.884148,2.0361692753243954,2.0361692753243954,0.8303543270288154,1.0
370000,0.5241959,59.16279069767442,-548.2431999085927,-19.096466,-9.589505,3.3663517738089843,3.3663517738089843,0.8953868145410738,1.0
375000,0.646126,58.91358024691358,-550.3404587869011,-18.155216,-7.2644205,3.0546902035489496,3.0546902035489496,0.9412508360857581,1.0
380000,0.40432253,63.98684210526316,-551.7388223645221,-24.188543,-14.668976,3.9283104074465762,3.9283104074465762,0.9685113240130149,1.0
385000,0.4006762,55.763440860215056,-554.1618812560179,-18.997961,-9.9658375,3.0861946013958557,3.0861946013958557,0.848822845712952,1.0
390000,0.51439804,60.57471264367816,-556.9513319622055,-21.774511,-0.44409204,3.566308299700419,3.566308299700419,1.2425580765785915,1.0
395000,0.38309646,41.7047619047619,-560.330589469455,-17.784163,-14.265056,1.5491735060280616,1.5491735060280616,0.7040664849614878,1.0
400000,0.365269,49.80434782608695,-564.0762895851979,-21.805681,-8.779165,2.4656979829393406,2.4656979829393406,0.6330649585222765,1.0
405000,0.5835135,44.74757281553398,-567.7075026210421,-17.511757,-9.301652,2.2218259762112913,2.2218259762112913,0.7347637261566258,1.0
410000,0.28871125,52.01020408163265,-571.3939242551127,-14.183063,-21.167278,2.4913255374650567,2.4913255374650567,0.8085746466828396,1.0
415000,0.49298817,53.42528735632184,-574.707034529208,-19.658579,-13.642653,2.757815011616411,2.757815011616411,0.8369268454268746,1.0
420000,0.51905966,111.15555555555555,-576.2017223764151,-19.853836,-10.372493,8.505432572053826,8.505432572053826,1.8904056556158415,1.0
425000,0.2739713,71.85507246376811,-575.5757296232135,-22.916733,-12.643483,4.714346385520438,4.714346385520438,1.0306740543008714,1.0
430000,0.6488951,78.72131147540983,-575.2105913266918,-15.286404,-10.764952,5.661331761380037,5.661331761380037,1.4328650917857886,1.0
435000,0.46701092,38.83458646616541,-577.5504193292041,-16.259764,-9.603606,1.2874619627176827,1.2874619627176827,0.6941017978894177,1.0
440000,0.29462177,37.31782945736434,-580.7575381392562,-17.26736,-11.334794,1.1125574509302776,1.1125574509302776,1.0806440543238969,1.0
445000,0.39288864,37.68032786885246,-584.4854508150947,-17.94623,-15.871604,1.19508125205509,1.19508125205509,0.7662533230957438,1.0
450000,0.30873036,52.15625,-588.0937503909776,-19.664026,-16.046059,2.5216656951233745,2.5216656951233745,0.772314399422612,1.0
455000,0.48958835,53.83157894736842,-591.1954482041888,-12.474505,-16.883776,2.8097906125088534,2.8097906125088534,1.627466990845278,1.0
460000,0.47491744,57.310344827586206,-594.1022350803094,-19.915888,-12.592792,3.1123244609943654,3.1123244609943654,6.843575099483132,1.0
465000,0.5017906,47.01075268817204,-596.9309029592497,-17.862192,-4.616375,2.0776586697456683,2.0776586697456683,0.74538068760662,1.0
470000,0.30397588,44.801980198019805,-599.9303461900727,-17.735592,-7.787771,1.8838605485340156,1.8838605485340156,0.5401680886487265,1.0
475000,0.5743078,51.94117647058823,-602.2469735905809,-15.179041,-10.118691,2.5635284202940323,2.5635284202940323,0.5665920585686085,1.0
480000,0.35485372,38.11851851851852,-605.5759052872922,-15.346324,-8.437681,1.0685178094440035,1.0685178094440035,0.4522166819484146,1.0
485000,0.43193516,47.24074074074074,-609.1664011411679,-14.384854,-16.254452,2.229265143565082,2.229265143565082,0.5589997842224366,1.0
490000,0.3925653,48.96629213483146,-611.742612056651,-17.27607,-11.153208,2.294221270084381,2.294221270084381,0.562793352579077,1.0
495000,0.3558244,53.458333333333336,-613.6994455202572,-15.37284,-18.14916,2.745519779001673,2.745519779001673,0.6883170287765097,1.0
500000,0.40066248,48.416666666666664,-616.4050236128286,-16.175598,-12.93904,2.3472907319664955,2.3472907319664955,0.6610346009838395,1.0
