Steps,Policy/Entropy,Environment/Episode Length,Self-play/ELO,Policy/Extrinsic Value Estimate,Policy/Curiosity Value Estimate,Environment/Cumulative Reward,Policy/Extrinsic Reward,Policy/Curiosity Reward,Is Training
210000,0.19596294,478.1,944.0967030554555,-29.067825,69.22069,2.0089994370937347,2.0089994370937347,94.79665744304657,1.0
215000,0.077169344,302.1818181818182,933.6436019035035,-40.576824,53.398212,0.3854541832750494,0.3854541832750494,44.16545743986287,1.0
220000,0.15272479,492.27272727272725,922.6958174428698,-19.30145,62.74785,2.118181282823736,2.118181282823736,82.89692303538322,1.0
225000,0.24697284,446.77777777777777,908.2701005111135,-30.632696,54.705135,1.6899994711081188,1.6899994711081188,149.63424889081054,1.0
230000,0.50074416,290.77777777777777,894.8444291372017,-29.149017,64.49893,-0.02125035971403122,-0.02125035971403122,7.3267039693892,1.0
235000,0.48391977,434.6666666666667,885.8974686795241,-43.9562,48.03478,1.3819995522499084,1.3819995522499084,36.01641094833612,1.0
240000,0.5572921,222.5,876.9532936826549,-34.038815,66.764565,-0.42111137840482926,-0.42111137840482926,5.811395801189873,1.0
245000,0.44794562,308.27272727272725,867.0188279394989,-41.674137,64.62257,0.5454541661522605,0.5454541661522605,62.02258272333579,1.0
250000,0.41639048,775.0,858.0808989301265,-31.064121,66.15704,5.4428563458578925,5.4428563458578925,75.27585955177035,1.0
255000,0.6125346,669.6666666666666,849.1501920710471,-39.604645,76.15346,4.192499291151762,4.192499291151762,26.05855602150162,1.0
260000,0.40981424,250.1,838.7346102621359,-41.419746,76.06459,-0.4970003545284271,-0.4970003545284271,5.624942194670439,1.0
265000,0.5020338,784.0769230769231,827.4826591192947,-35.970387,74.8717,5.397691441270021,5.397691441270021,27.652461018699867,1.0
270000,0.8488553,531.6,816.9287460606795,-44.004898,94.90721,2.7309994101524353,2.7309994101524353,26.380289517343044,1.0
275000,0.6547741,282.2857142857143,808.5067020162821,-47.112022,98.52774,-0.1714289699281965,-0.1714289699281965,5.766647897128548,1.0
280000,0.9702739,399.25,801.0787990146248,-45.041134,87.37657,1.7637495771050453,1.7637495771050453,7.901697590947151,1.0
285000,0.71816254,636.5,793.1591048094135,-42.521168,94.134544,3.8737492710351944,3.8737492710351944,45.41828432236798,1.0
290000,0.75578713,348.0,787.2216373199274,-53.059093,87.92101,0.4799996018409729,0.4799996018409729,80.28575963154435,1.0
295000,0.82024515,1189.2,781.0975714484094,-48.079845,83.78798,9.628998717665672,9.628998717665672,120.74114325344563,1.0
300000,0.8185397,136.5,776.364256541247,-24.469154,65.7553,-1.4850000441074371,-1.4850000441074371,2.730526477098465,1.0
305000,1.2004628,650.5,774.3869759455542,-22.09582,69.07597,3.7999995052814484,3.7999995052814484,11.608703464269638,1.0
310000,1.2963473,893.4,770.9274125281329,-21.810572,68.75116,7.3119991540908815,7.3119991540908815,45.03221209049225,1.0
315000,0.9541452,260.3076923076923,762.0353837436826,-17.54826,47.332363,0.09769206780653733,0.09769206780653733,46.80796339463156,1.0
320000,0.42545503,227.45454545454547,750.1873985200987,-22.641802,38.562103,-0.358182121406902,-0.358182121406902,73.33688275736164,1.0
325000,0.37652987,943.0833333333334,738.8432133301776,-22.495682,42.53788,7.5033324013153715,7.5033324013153715,94.19157584756613,1.0
330000,0.6584969,370.8,728.0017131038998,-4.300165,33.84126,7.2200002610683445,7.2200002610683445,7.447699856758118,1.0
335000,0.46199846,309.25,717.1705728563402,-9.006166,48.8224,0.3199996550877889,0.3199996550877889,7.3751710044840975,1.0
340000,0.41042322,428.6666666666667,705.366810532878,-35.592457,53.58227,1.5708329329888027,1.5708329329888027,8.379529305423299,1.0
345000,0.44189838,281.8181818181818,694.0674777425131,-37.818447,62.503475,-0.0918184681372209,-0.0918184681372209,28.174778678877786,1.0
350000,0.6273435,269.7142857142857,685.2334666166349,-24.257168,57.949905,0.03428542613983154,0.03428542613983154,10.070970854588918,1.0
355000,0.32604897,1379.8333333333333,679.691918606693,-52.478058,59.53284,12.363331827024618,12.363331827024618,107.19974766174953,1.0
360000,0.06519886,273.42857142857144,673.487883436959,-52.568188,43.463345,-0.21428603785378592,-0.21428603785378592,23.225868678518705,1.0
365000,0.3081775,843.9,665.5641976007435,-46.752537,33.716663,6.602999098598957,6.602999098598957,35.44651366919279,1.0
370000,0.15013516,311.14285714285717,657.8477551456552,-38.22054,38.96561,0.6842853256634304,0.6842853256634304,5.753719203174114,1.0
375000,0.48758617,1033.3333333333333,651.8272766313281,-9.297806,39.1587,8.611665618916353,8.611665618916353,61.26533383876085,1.0
380000,0.47298017,572.5,646.6331155936182,-18.66383,28.815409,3.396666020154953,3.396666020154953,20.369647681713104,1.0
385000,0.09967833,727.0,639.7579768584661,-17.590982,19.089323,6.05555473599169,6.05555473599169,41.51250458094809,1.0
390000,0.075166225,437.8888888888889,631.5388205783969,-29.948078,26.307405,2.4899994995858936,2.4899994995858936,27.57763946387503,1.0
395000,0.48126477,1046.5714285714287,624.0338815348242,-17.671146,34.46126,8.32428453862667,8.32428453862667,63.786190224545344,1.0
400000,0.32594582,646.6666666666666,614.0513953872968,-7.2244344,25.744411,4.804665954907735,4.804665954907735,65.1434743107607,1.0
405000,0.6042958,354.1111111111111,602.400945977086,1.2921134,30.863737,1.0377774106131659,1.0377774106131659,121.22407007631328,1.0
410000,0.47203475,347.8181818181818,592.711203989046,-1.7231306,30.723171,0.9539995789527893,0.9539995789527893,5.990963184088469,1.0
415000,0.7772977,457.75,585.454143311207,-6.946283,53.84966,1.6559996485710144,1.6559996485710144,6.82148448228836,1.0
420000,0.91747737,470.0,582.0712246207271,3.0154335,53.85874,2.0333327849706015,2.0333327849706015,7.234203202029069,1.0
425000,0.7989074,2173.3333333333335,579.1733934747459,-20.956308,57.389454,19.059997657934826,19.059997657934826,53.13025269905726,1.0
430000,0.5710664,884.7272727272727,572.4191721511498,-24.111452,50.85793,6.6872718334198,6.6872718334198,23.51292176002806,1.0
435000,0.97463083,329.72727272727275,561.8230667285571,-22.569792,55.833897,0.6272723783146251,0.6272723783146251,5.254066967998039,1.0
440000,0.4248624,362.375,552.690960017243,-3.521912,45.401676,1.0174995958805084,1.0174995958805084,7.394738685339689,1.0
445000,0.9306855,542.9166666666666,543.1000580091901,-17.478275,43.70647,2.9491661538680396,2.9491661538680396,11.13635283956925,1.0
450000,0.40789604,400.3333333333333,533.0521299392575,-17.180515,30.771955,1.7611107230186462,1.7611107230186462,5.919742965035969,1.0
455000,1.100758,641.6923076923077,522.9392322078186,-29.32074,39.945686,4.293076292253458,4.293076292253458,26.01323232312615,1.0
460000,0.58817613,536.0769230769231,510.7086904051189,-15.35982,33.96651,2.902142358677728,2.902142358677728,63.95198609467064,1.0
465000,1.2058748,293.5,502.16821937613093,-19.679188,61.17632,1.7824997007846832,1.7824997007846832,5.473718145862222,1.0
470000,1.0925885,549.8,497.43426536898374,-10.000857,53.629353,3.8983327547709146,3.8983327547709146,16.956803927818935,1.0
475000,0.9784097,558.1666666666666,491.76242272661125,-17.000793,49.417934,7.351666470368703,7.351666470368703,9.235402690867582,1.0
480000,0.732079,672.7857142857143,482.33429924670173,-19.005674,38.774643,5.084999246256692,5.084999246256692,11.236830249428749,1.0
485000,0.6207649,286.3333333333333,468.71451457796974,-11.62787,38.436237,0.015333024660746257,0.015333024660746257,4.080464596363405,1.0
490000,0.5814675,206.16666666666666,458.8905514161722,-16.70213,27.676136,-0.8516668876012167,-0.8516668876012167,2.8897949581344924,1.0
495000,0.49284324,1461.75,454.72609373139056,-33.485794,37.281128,14.25249857082963,14.25249857082963,22.645203553140163,1.0
500000,0.17598073,372.0,452.4307128590107,-44.788757,42.32161,0.7199994921684265,0.7199994921684265,4.905796408653259,1.0
